date,location,link
"December 14, 2013","Sacramento, California, USA",http://www.ufcstats.com/event-details/480b702debcb5433
"January 15, 2014","Duluth, Georgia, USA",http://www.ufcstats.com/event-details/30a09e43f15f1d75
"February 15, 2014","Jaragua do Sul, Santa Catarina, Brazil",http://www.ufcstats.com/event-details/51b0bb73a1da34bc
"February 01, 2014","Newark, New Jersey, USA",http://www.ufcstats.com/event-details/fc31f896cde2bc2e
"March 01, 2014","Macau, China",http://www.ufcstats.com/event-details/a26198ba5093147e
"February 22, 2014","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/3138fab619faf4d1
"March 23, 2014","Natal, Rio Grande do Norte, Brazil",http://www.ufcstats.com/event-details/d5f820c11a121050
"March 15, 2014","Dallas, Texas, USA",http://www.ufcstats.com/event-details/179f1948dc234f1f
"April 11, 2014","Abu Dhabi, United Arab Emirates",http://www.ufcstats.com/event-details/d632d156c0549e07
"March 08, 2014","London, England, United Kingdom",http://www.ufcstats.com/event-details/ebc1f40e00e0c481
"April 19, 2014","Orlando, Florida, USA",http://www.ufcstats.com/event-details/a421465acbe59c77
"April 26, 2014","Baltimore, Maryland, USA",http://www.ufcstats.com/event-details/4f2fcbefb668689d
"April 16, 2014","Quebec City, Quebec, Canada",http://www.ufcstats.com/event-details/f9f07bb5a43535ed
"May 10, 2014","Cincinnati, Ohio, USA",http://www.ufcstats.com/event-details/579fcdfcabd23a7b
"May 24, 2014","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/9ca265dfe8323db3
"May 31, 2014","Berlin, Germany",http://www.ufcstats.com/event-details/b757c73f443d4fca
"May 31, 2014","Sao Paulo, Brazil",http://www.ufcstats.com/event-details/59aaf2730b84698a
"June 14, 2014","Vancouver, British Columbia, Canada",http://www.ufcstats.com/event-details/5b5307450405abf0
"July 06, 2014","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/1c5879330d42255f
"June 07, 2014","Albuquerque, New Mexico, USA",http://www.ufcstats.com/event-details/1fcfc3709fe58151
"July 05, 2014","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/53adf5b845d91e4a
"June 28, 2014","Auckland, New Zealand",http://www.ufcstats.com/event-details/ac9521250dc1a14c
"June 28, 2014","San Antonio, Texas, USA",http://www.ufcstats.com/event-details/c0ed7b208197e8de
"July 16, 2014","Atlantic City, New Jersey, USA",http://www.ufcstats.com/event-details/79ded75550efc139
"July 19, 2014","Dublin, Leinster, Ireland",http://www.ufcstats.com/event-details/073eee4e62f0d988
"August 23, 2014","Macau, China",http://www.ufcstats.com/event-details/770b9d4813c25902
"July 26, 2014","San Jose, California, USA",http://www.ufcstats.com/event-details/05fbfe628658c538
"August 23, 2014","Tulsa, Oklahoma, USA",http://www.ufcstats.com/event-details/063649e21bc9d6d5
"August 16, 2014","Bangor, Maine, USA",http://www.ufcstats.com/event-details/fd7acf42bd6e7e95
"August 30, 2014","Sacramento, California, USA",http://www.ufcstats.com/event-details/269d103c96a4c3a5
"September 13, 2014","Brasilia, Distrito Federal, Brazil",http://www.ufcstats.com/event-details/a71feb7ea7592a71
"September 05, 2014","Ledyard, Connecticut, USA",http://www.ufcstats.com/event-details/9bcfb40dbcd50568
"September 27, 2014","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/3bb030257966b022
"October 04, 2014","Stockholm, Sweden",http://www.ufcstats.com/event-details/8dc4f34c1f50d00d
"September 20, 2014","Saitama, Japan",http://www.ufcstats.com/event-details/2dea80c069847321
"October 04, 2014","Halifax, Nova Scotia, Canada",http://www.ufcstats.com/event-details/0313bf497de9c470
"November 07, 2014","Sydney, New South Wales, Australia",http://www.ufcstats.com/event-details/371a1c91b24dec2b
"October 25, 2014","Rio de Janeiro, Brazil",http://www.ufcstats.com/event-details/53f02bbc41d99432
"November 08, 2014","Uberlandia, Minas Gerais, Brazil",http://www.ufcstats.com/event-details/6ca68b636fbc1f18
"November 15, 2014","Mexico City, Distrito Federal, Mexico",http://www.ufcstats.com/event-details/59851163aaf1aed8
"December 06, 2014","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/dfdd0c5dd0d4bc23
"December 12, 2014","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/222d6b547de2e035
"December 13, 2014","Phoenix, Arizona, USA",http://www.ufcstats.com/event-details/d4a12dfa4067742f
"January 18, 2015","Boston, Massachusetts, USA",http://www.ufcstats.com/event-details/f9aa6376ae16bfb4
"January 03, 2015","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/a72d260b436924c4
"December 20, 2014","Barueri, Sao Paulo, Brazil",http://www.ufcstats.com/event-details/4e5bbc4566049cbf
"November 22, 2014","Austin, Texas, USA",http://www.ufcstats.com/event-details/155a02a8b4311057
"February 14, 2015","Broomfield, Colorado, USA",http://www.ufcstats.com/event-details/f9c7fe2682af3802
"February 22, 2015","Porto Alegre, Rio Grande do Sul, Brazil",http://www.ufcstats.com/event-details/0577808d22dfe79c
"January 24, 2015","Stockholm, Sweden",http://www.ufcstats.com/event-details/706404da0775dcbc
"January 31, 2015","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/43563a32c3f10e95
"February 28, 2015","Los Angeles, California, USA",http://www.ufcstats.com/event-details/ad4e9055bf8cd04d
"April 11, 2015","Krakow, Poland",http://www.ufcstats.com/event-details/5de61b03868035ff
"March 21, 2015","Rio de Janeiro, Brazil",http://www.ufcstats.com/event-details/fa534853eb195270
"March 14, 2015","Dallas, Texas, USA",http://www.ufcstats.com/event-details/f54200f1dfb9b5d4
"April 18, 2015","Newark, New Jersey, USA",http://www.ufcstats.com/event-details/bc7cf284c1c2f16e
"April 25, 2015","Montreal, Quebec, Canada",http://www.ufcstats.com/event-details/997b4f52f76a0b53
"April 04, 2015","Fairfax, Virginia, USA",http://www.ufcstats.com/event-details/16d09e800ad7ec79
"May 16, 2015","Manila, Philippines",http://www.ufcstats.com/event-details/b1605ea39fba6af6
"May 23, 2015","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/4f7e290e71d60f87
"June 13, 2015","Mexico City, Distrito Federal, Mexico",http://www.ufcstats.com/event-details/a58114c6dd0add64
"May 09, 2015","Adelaide, South Australia, Australia",http://www.ufcstats.com/event-details/8a1b4330c7957961
"May 30, 2015","Goiania, Goias, Brazil",http://www.ufcstats.com/event-details/aae0897825336b1a
"June 20, 2015","Berlin, Berlin, Germany",http://www.ufcstats.com/event-details/194fc025f9355db6
"June 27, 2015","Hollywood, Florida, USA",http://www.ufcstats.com/event-details/86e388ed20761ad9
"June 06, 2015","New Orleans, Louisiana, USA",http://www.ufcstats.com/event-details/06dc1a58663579d2
"July 11, 2015","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/3be081c29bf734d9
"July 12, 2015","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/a890f9a791ed615d
"July 18, 2015","Glasgow, Scotland, United Kingdom",http://www.ufcstats.com/event-details/ef7fa30364cbe7f2
"July 25, 2015","Chicago, Illinois, USA",http://www.ufcstats.com/event-details/0c3838c8f7c620c2
"July 15, 2015","San Diego, California, USA",http://www.ufcstats.com/event-details/36877f0e62b25b96
"August 01, 2015","Rio de Janeiro, Rio de Janeiro, Brazil",http://www.ufcstats.com/event-details/a9c45a8b21eabadc
"August 08, 2015","Nashville, Tennessee, USA",http://www.ufcstats.com/event-details/b71667c778b6d9e5
"August 23, 2015","Saskatoon, Saskatchewan, Canada",http://www.ufcstats.com/event-details/2ce6541127b0e232
"September 05, 2015","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/82f5c81f4e3c3eb5
"September 26, 2015","Saitama, Japan",http://www.ufcstats.com/event-details/a4dd5c9a75763295
"October 03, 2015","Houston, Texas, USA",http://www.ufcstats.com/event-details/119ebea97e914dcf
"October 24, 2015","Dublin, Leinster, Ireland",http://www.ufcstats.com/event-details/f3155a94ca420126
"November 14, 2015","Melbourne, Victoria, Australia",http://www.ufcstats.com/event-details/8d04923f2db59b7f
"November 07, 2015","Sao Paulo, Sao Paulo, Brazil",http://www.ufcstats.com/event-details/5345f86680378fc1
"November 21, 2015","Monterrey, Nuevo Leon, Mexico",http://www.ufcstats.com/event-details/243b07fc65ccbb16
"December 10, 2015","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/dd39f1ca787a3d9d
"November 28, 2015","Seoul, South Korea",http://www.ufcstats.com/event-details/4d636c3aa1105950
"December 12, 2015","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/354808cf38d9d73c
"January 02, 2016","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/380e8b023290d091
"December 11, 2015","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/20fbff570c678e1c
"January 17, 2016","Boston, Massachusetts, USA",http://www.ufcstats.com/event-details/c6becb722706c7d8
"January 30, 2016","Newark, New Jersey, USA",http://www.ufcstats.com/event-details/b3fb8d2293e17a59
"February 06, 2016","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/de99da2c0d18d34a
"March 19, 2016","Brisbane, Queensland, Australia",http://www.ufcstats.com/event-details/e60201cfab7d656d
"December 19, 2015","Orlando, Florida, USA",http://www.ufcstats.com/event-details/80d918336163b80c
"February 21, 2016","Pittsburgh, Pennsylvania, USA",http://www.ufcstats.com/event-details/d56bb6dff2ae77eb
"February 27, 2016","London, England, United Kingdom",http://www.ufcstats.com/event-details/39c568f8c579913e
"March 05, 2016","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/db1f2ed63b54b9a7
"April 16, 2016","Tampa, Florida, USA",http://www.ufcstats.com/event-details/e7e970d508529bf3
"April 10, 2016","Zagreb, Croatia",http://www.ufcstats.com/event-details/4887e5bc4dbb73ff
"May 14, 2016","Curitiba, Parana, Brazil",http://www.ufcstats.com/event-details/a4bf17bd3ba3423b
"April 23, 2016","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/3d481aa374c954a1
"May 08, 2016","Rotterdam, Zuid-Holland, Netherlands",http://www.ufcstats.com/event-details/a314687f372b2cec
"June 04, 2016","Los Angeles, California, USA",http://www.ufcstats.com/event-details/ff4c3ab594c7fac3
"May 29, 2016","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/990060b2a68a7b82
"July 07, 2016","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/45a2ba3ef82b9700
"June 18, 2016","Ottawa, Ontario, Canada",http://www.ufcstats.com/event-details/563d051c9e769b24
"July 08, 2016","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/cd42bbe8887bba90
"July 09, 2016","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/aa5b4eff51bdc7d1
"July 30, 2016","Atlanta, Georgia, USA",http://www.ufcstats.com/event-details/72cbe507644a587c
"July 13, 2016","Sioux Falls, South Dakota, USA",http://www.ufcstats.com/event-details/5e7a28f20927d64a
"August 06, 2016","Salt Lake City, Utah, USA",http://www.ufcstats.com/event-details/232c582f29f8f65e
"July 23, 2016","Chicago, Illinois, USA",http://www.ufcstats.com/event-details/8a028648f3f0761d
"August 20, 2016","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/5da4e8dc02e50ac0
"September 10, 2016","Cleveland, Ohio, USA",http://www.ufcstats.com/event-details/2dc7f1762dc0a7ef
"August 27, 2016","Vancouver, British Columbia, Canada",http://www.ufcstats.com/event-details/cfbccfed4e4796fe
"September 03, 2016","Hamburg, Hamburg, Germany",http://www.ufcstats.com/event-details/2b4faacc16d66898
"September 17, 2016","Hidalgo, Texas, USA",http://www.ufcstats.com/event-details/d6455cb4bee503ce
"November 05, 2016","Mexico City, Distrito Federal, Mexico",http://www.ufcstats.com/event-details/6083f497c22cc075
"October 01, 2016","Portland, Oregon, USA",http://www.ufcstats.com/event-details/a196332ee4aa8a82
"September 24, 2016","Brasilia, Distrito Federal, Brazil",http://www.ufcstats.com/event-details/e18012194473e8b0
"November 19, 2016","Belfast, Northern Ireland, United Kingdom",http://www.ufcstats.com/event-details/6810d8d2dd557cf9
"October 08, 2016","Manchester, England, United Kingdom",http://www.ufcstats.com/event-details/154a6b3ffae264cd
"November 26, 2016","Melbourne, Victoria, Australia",http://www.ufcstats.com/event-details/73e09f837f3b5ecc
"November 12, 2016","New York City, New York, USA",http://www.ufcstats.com/event-details/4956f60b7fa57c1a
"November 19, 2016","Sao Paulo, Sao Paulo, Brazil",http://www.ufcstats.com/event-details/5cde96e0a1a1fffe
"December 10, 2016","Toronto, Ontario, Canada",http://www.ufcstats.com/event-details/6e3282d57d2467a0
"December 17, 2016","Sacramento, California, USA",http://www.ufcstats.com/event-details/32541eb5d12668b4
"December 09, 2016","Albany, New York, USA",http://www.ufcstats.com/event-details/7139cd2ae4bf6a29
"December 03, 2016","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/bd4389b71fdc0ce2
"January 28, 2017","Denver, Colorado, USA",http://www.ufcstats.com/event-details/4512e46543b960ad
"February 11, 2017","Brooklyn, New York, USA",http://www.ufcstats.com/event-details/865aa315ea62c511
"December 30, 2016","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/4b2390cfaceb91d8
"January 15, 2017","Phoenix, Arizona, USA",http://www.ufcstats.com/event-details/46effbd1135423c5
"March 04, 2017","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/20e403a1acfef130
"February 04, 2017","Houston, Texas, USA",http://www.ufcstats.com/event-details/6a8a06b542e1516d
"February 19, 2017","Halifax, Nova Scotia, Canada",http://www.ufcstats.com/event-details/b4ad3a06ee4d660c
"March 11, 2017","Fortaleza, Ceara, Brazil",http://www.ufcstats.com/event-details/47b7e4e60813b7b2
"March 18, 2017","London, England, United Kingdom",http://www.ufcstats.com/event-details/c0231720fe516994
"April 15, 2017","Kansas City, Missouri, USA",http://www.ufcstats.com/event-details/ed069a95aaaf4f56
"April 08, 2017","Buffalo, New York, USA",http://www.ufcstats.com/event-details/e7bfdb5e0112891e
"April 22, 2017","Nashville, Tennessee, USA",http://www.ufcstats.com/event-details/bc7f7f0ba3db74d2
"May 28, 2017","Stockholm, Sweden",http://www.ufcstats.com/event-details/1c7cce2f5c17160d
"May 13, 2017","Dallas, Texas, USA",http://www.ufcstats.com/event-details/5df10509264586e5
"June 03, 2017","Rio de Janeiro, Rio de Janeiro, Brazil",http://www.ufcstats.com/event-details/1507214bbc7a79e2
"June 17, 2017","Kallang, Singapore",http://www.ufcstats.com/event-details/353de740bb6c7e75
"June 10, 2017","Auckland, New Zealand",http://www.ufcstats.com/event-details/90e7447d8b7f3f35
"June 25, 2017","Oklahoma City, Oklahoma, USA",http://www.ufcstats.com/event-details/99bf06f20491cb54
"July 07, 2017","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/23bd78c3f89bdb54
"July 08, 2017","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/686cccbf1a4de453
"July 22, 2017","Uniondale, New York, USA",http://www.ufcstats.com/event-details/9f3d6ddef3d3cccc
"July 16, 2017","Glasgow, Scotland, United Kingdom",http://www.ufcstats.com/event-details/d7907a9a968e4d29
"July 29, 2017","Anaheim, California, USA",http://www.ufcstats.com/event-details/ff9578cdbfabd323
"August 05, 2017","Mexico City, Distrito Federal, Mexico",http://www.ufcstats.com/event-details/f4a031ac205ac580
"September 02, 2017","Rotterdam, Zuid-Holland, Netherlands",http://www.ufcstats.com/event-details/a3244e3238541482
"September 16, 2017","Pittsburgh, Pennsylvania, USA",http://www.ufcstats.com/event-details/1979c80150f630c4
"October 07, 2017","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/cc5834a495d1ea08
"October 21, 2017","Gdansk, Poland",http://www.ufcstats.com/event-details/d6b68eaf4b68b160
"September 09, 2017","Edmonton, Alberta, Canada",http://www.ufcstats.com/event-details/d86e913c548c07c2
"September 22, 2017","Saitama, Saitama, Japan",http://www.ufcstats.com/event-details/9211aae062b799d6
"November 04, 2017","New York City, New York, USA",http://www.ufcstats.com/event-details/a25b71fe5e31fa97
"October 28, 2017","Sao Paulo, Sao Paulo, Brazil",http://www.ufcstats.com/event-details/a7724f51e32e763e
"November 18, 2017","Sydney, New South Wales, Australia",http://www.ufcstats.com/event-details/caced97768818230
"November 25, 2017","Shanghai, Hebei, China",http://www.ufcstats.com/event-details/e7bc606d269896aa
"November 11, 2017","Norfolk, Virginia, USA",http://www.ufcstats.com/event-details/d856a0080ac09ed7
"December 01, 2017","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/30e8b4505f5ccf92
"December 02, 2017","Detroit, Michigan, USA",http://www.ufcstats.com/event-details/9e30f69cc0869301
"December 09, 2017","Fresno, California, USA",http://www.ufcstats.com/event-details/bcd124bcd3d5be46
"January 14, 2018","St. Louis, Missouri, USA",http://www.ufcstats.com/event-details/fc1868f56d3036eb
"December 16, 2017","Winnipeg, Manitoba, Canada",http://www.ufcstats.com/event-details/eaa0a728cc91ef60
"January 20, 2018","Boston, Massachusetts, USA",http://www.ufcstats.com/event-details/02177caefe7c07d4
"February 03, 2018","Belem, Para, Brazil",http://www.ufcstats.com/event-details/7cf20446453f852b
"January 27, 2018","Charlotte, North Carolina, USA",http://www.ufcstats.com/event-details/602bb270f2bdbf02
"December 30, 2017","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/04076783ca83d6ae
"February 18, 2018","Austin, Texas, USA",http://www.ufcstats.com/event-details/d181689653115b6a
"February 10, 2018","Perth, Western Australia, Australia",http://www.ufcstats.com/event-details/15515e797aedc137
"April 14, 2018","Glendale, Arizona, USA",http://www.ufcstats.com/event-details/620be7e0712d431b
"February 24, 2018","Orlando, Florida, USA",http://www.ufcstats.com/event-details/daa89f01e1c0f42a
"March 17, 2018","London, England, United Kingdom",http://www.ufcstats.com/event-details/eed2b71d77d95416
"March 03, 2018","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/7929be8290289a47
"April 21, 2018","Atlantic City, New Jersey, USA",http://www.ufcstats.com/event-details/ad99fa5325519169
"May 12, 2018","Rio de Janeiro, Rio de Janeiro, Brazil",http://www.ufcstats.com/event-details/67ec58d7cf599835
"April 07, 2018","Brooklyn, New York, USA",http://www.ufcstats.com/event-details/49e7e05f902479ca
"May 19, 2018","Santiago, Chile",http://www.ufcstats.com/event-details/3144121470023e9a
"June 23, 2018","Kallang, Singapore",http://www.ufcstats.com/event-details/ac5f67109accb482
"May 27, 2018","Liverpool, England, United Kingdom",http://www.ufcstats.com/event-details/f5990c11974d8e9c
"June 01, 2018","Utica, New York, USA",http://www.ufcstats.com/event-details/d29b5c4f22c6357d
"June 09, 2018","Chicago, Illinois, USA",http://www.ufcstats.com/event-details/2eae41f61776c60f
"July 14, 2018","Boise, Idaho, USA",http://www.ufcstats.com/event-details/b45d6b73f4ca4467
"July 07, 2018","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/35585d970300d45a
"July 06, 2018","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/8215e4fe24e8e81b
"August 25, 2018","Lincoln, Nebraska, USA",http://www.ufcstats.com/event-details/c0342805a1948cbb
"July 22, 2018","Hamburg, Hamburg, Germany",http://www.ufcstats.com/event-details/4f732e58ed907eff
"September 15, 2018","Moscow, Moscow, Russia",http://www.ufcstats.com/event-details/8d49545dadf9b919
"July 28, 2018","Calgary, Alberta, Canada",http://www.ufcstats.com/event-details/322a56923b396b4d
"August 04, 2018","Los Angeles, California, USA",http://www.ufcstats.com/event-details/03b1e846b09f721d
"September 22, 2018","Sao Paulo, Sao Paulo, Brazil",http://www.ufcstats.com/event-details/852454c572675334
"October 27, 2018","Moncton, New Brunswick, Canada",http://www.ufcstats.com/event-details/33a331684283900f
"September 08, 2018","Dallas, Texas, USA",http://www.ufcstats.com/event-details/d5ae8074631762fc
"November 03, 2018","New York City, New York, USA",http://www.ufcstats.com/event-details/20821819c401ced8
"October 06, 2018","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/1ef0eae31904e534
"November 24, 2018","Beijing, China",http://www.ufcstats.com/event-details/de25520d54eab12d
"November 30, 2018","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/c7ac79839e86ce33
"November 10, 2018","Denver, Colorado, USA",http://www.ufcstats.com/event-details/42c96a9c4802e2e1
"November 17, 2018","Buenos Aires, Buenos Aires, Argentina",http://www.ufcstats.com/event-details/aa3153a9941b4d44
"December 01, 2018","Adelaide, South Australia, Australia",http://www.ufcstats.com/event-details/d1d20e651e6cbc02
"December 08, 2018","Toronto, Ontario, Canada",http://www.ufcstats.com/event-details/2a74bbba57058f12
"January 19, 2019","Brooklyn, New York, USA",http://www.ufcstats.com/event-details/d4da8995fc91e7ef
"December 29, 2018","Los Angeles, California, USA",http://www.ufcstats.com/event-details/c046100aea0dba9a
"February 09, 2019","Melbourne, Victoria, Australia",http://www.ufcstats.com/event-details/b5882371e2a3900d
"December 15, 2018","Milwaukee, Wisconsin, USA",http://www.ufcstats.com/event-details/7a703c565ccaa18f
"February 02, 2019","Fortaleza, Ceara, Brazil",http://www.ufcstats.com/event-details/84283233ec42be5f
"February 23, 2019","Prague, Czech Republic",http://www.ufcstats.com/event-details/6546af7ab545b90c
"March 02, 2019","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/2d5fbe2103f97053
"February 17, 2019","Phoenix, Arizona, USA",http://www.ufcstats.com/event-details/a7a79b8efbceaaac
"March 09, 2019","Wichita, Kansas, USA",http://www.ufcstats.com/event-details/e96d8538d3f9d0ed
"March 16, 2019","London, England, United Kingdom",http://www.ufcstats.com/event-details/80eacd4da0617c57
"March 30, 2019","Philadelphia, Pennsylvania, USA",http://www.ufcstats.com/event-details/9649d75defe0dedb
"March 23, 2019","Nashville, Tennessee, USA",http://www.ufcstats.com/event-details/487c170da059857d
"April 20, 2019","Saint Petersburg, Saint Petersburg, Russia",http://www.ufcstats.com/event-details/7dcf06c1967801c1
"April 27, 2019","Sunrise, Florida, USA",http://www.ufcstats.com/event-details/c912f676692c353a
"May 04, 2019","Ottawa, Ontario, Canada",http://www.ufcstats.com/event-details/351264d11286d09a
"April 13, 2019","Atlanta, Georgia, USA",http://www.ufcstats.com/event-details/b0550072e5f0afa7
"June 01, 2019","Stockholm, Sweden",http://www.ufcstats.com/event-details/cbc071cb20ea59c7
"May 11, 2019","Rio de Janeiro, Rio de Janeiro, Brazil",http://www.ufcstats.com/event-details/9de7c97e1c0d7927
"May 18, 2019","Rochester, New York, USA",http://www.ufcstats.com/event-details/6b8f28da9a483049
"June 22, 2019","Greenville, South Carolina, USA",http://www.ufcstats.com/event-details/b16a7e6a627e9789
"June 08, 2019","Chicago, Illinois, USA",http://www.ufcstats.com/event-details/e31502e3f79d00c5
"July 06, 2019","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/6c9383ffab2725a5
"June 29, 2019","Minneapolis, Minnesota, USA",http://www.ufcstats.com/event-details/c0c1bc0766df4c00
"July 13, 2019","Sacramento, California, USA",http://www.ufcstats.com/event-details/2f8f3c69522db931
"July 27, 2019","Edmonton, Alberta, Canada",http://www.ufcstats.com/event-details/abcf7e55a0a9ed89
"July 20, 2019","San Antonio, Texas, USA",http://www.ufcstats.com/event-details/9e0f28d1f639ad73
"August 17, 2019","Anaheim, California, USA",http://www.ufcstats.com/event-details/70167689d6a01793
"August 10, 2019","Montevideo, Uruguay",http://www.ufcstats.com/event-details/e5d03e4d966126bd
"August 31, 2019","Shenzhen, Guangdong, China",http://www.ufcstats.com/event-details/2c104b7e59a72629
"August 03, 2019","Newark, New Jersey, USA",http://www.ufcstats.com/event-details/03da33a102d9a45f
"September 07, 2019","Abu Dhabi, Abu Dhabi, United Arab Emirates",http://www.ufcstats.com/event-details/a79bfbc01b2264d6
"September 21, 2019","Mexico City, Distrito Federal, Mexico",http://www.ufcstats.com/event-details/94a5aaf573f780ad
"October 05, 2019","Melbourne, Victoria, Australia",http://www.ufcstats.com/event-details/3cf68c1d17f66af7
"September 14, 2019","Vancouver, British Columbia, Canada",http://www.ufcstats.com/event-details/4834ff149dc9542a
"September 28, 2019","Copenhagen, Denmark",http://www.ufcstats.com/event-details/1bf49bf829964144
"October 26, 2019","Kallang, Singapore",http://www.ufcstats.com/event-details/df05aa15b2d66f57
"November 02, 2019","New York City, New York, USA",http://www.ufcstats.com/event-details/fd87b1bbfcde9d5e
"October 12, 2019","Tampa, Florida, USA",http://www.ufcstats.com/event-details/0941df56f6ac954b
"October 18, 2019","Boston, Massachusetts, USA",http://www.ufcstats.com/event-details/3ae10ac4df3df05c
"November 16, 2019","Sao Paulo, Sao Paulo, Brazil",http://www.ufcstats.com/event-details/81ca2c245b19b3c5
"December 14, 2019","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/4565d435005319c0
"November 09, 2019","Moscow, Moscow, Russia",http://www.ufcstats.com/event-details/8d5daf67983b65ba
"December 07, 2019","Washington, DC, USA",http://www.ufcstats.com/event-details/b09890ba7ce1d1e2
"December 21, 2019","Busan, South Korea",http://www.ufcstats.com/event-details/74fefd43f073cd2f
"February 08, 2020","Houston, Texas, USA",http://www.ufcstats.com/event-details/b26d3e3746fb4024
"January 18, 2020","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/0c1773639c795466
"January 25, 2020","Raleigh, North Carolina, USA",http://www.ufcstats.com/event-details/44aa652b181bcf68
"February 22, 2020","Auckland, New Zealand",http://www.ufcstats.com/event-details/33b2f68ef95252e0
"February 29, 2020","Norfolk, Virginia, USA",http://www.ufcstats.com/event-details/fc9a9559a05f2704
"March 07, 2020","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/0b5b6876c2a4723f
"February 15, 2020","Rio Rancho, New Mexico, USA",http://www.ufcstats.com/event-details/5df17b3620145578
"May 09, 2020","Jacksonville, Florida, USA",http://www.ufcstats.com/event-details/898337ef520fe4d3
"May 16, 2020","Jacksonville, Florida, USA",http://www.ufcstats.com/event-details/dfb965c9824425db
"May 13, 2020","Jacksonville, Florida, USA",http://www.ufcstats.com/event-details/5f8e00c27b7e7410
"March 14, 2020","Brasilia, Distrito Federal, Brazil",http://www.ufcstats.com/event-details/53278852bcd91e11
"May 30, 2020","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/14b9e0f2679a2205
"June 06, 2020","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/4c12aa7ca246e7a4
"June 20, 2020","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/2eab7a6c8b0ed8cc
"July 11, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",http://www.ufcstats.com/event-details/dbd198f780286aca
"June 27, 2020","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/c32eab6c2119e989
"June 13, 2020","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/1e13936d708bcff7
"July 15, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",http://www.ufcstats.com/event-details/18f5669a92e99d92
"July 18, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",http://www.ufcstats.com/event-details/ddbd0d6259ce57cc
"August 01, 2020","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/3746e21bb508391a
"July 25, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",http://www.ufcstats.com/event-details/dde70a112e053a6c
"August 15, 2020","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/bda04c573563cc2e
"August 22, 2020","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/af1e5c64b8663aa0
"August 08, 2020","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/7a82635ffa9b59fe
"September 05, 2020","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/542db012217ecb83
"August 29, 2020","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/e29cf523ebd155c5
