W/L,Fighter,Method,Round,location,date
win,Anthony Pettis  Gilbert Melendez,SUB  Guillotine Choke,2.0,"Las Vegas, Nevada, USA","December 06, 2014"
win,Travis Browne  Brendan Schaub,KO/TKO  Punches,1.0,"Las Vegas, Nevada, USA","December 06, 2014"
win,Todd Duffee  Anthony Hamilton,KO/TKO  Punch,1.0,"Las Vegas, Nevada, USA","December 06, 2014"
win,Tony Ferguson  Abel Trujillo,SUB  Rear Naked Choke,2.0,"Las Vegas, Nevada, USA","December 06, 2014"
win,Urijah Faber  Francisco Rivera,SUB  Bulldog Choke,2.0,"Las Vegas, Nevada, USA","December 06, 2014"
win,Josh Samman  Eddie Gordon,KO/TKO  Kick,2.0,"Las Vegas, Nevada, USA","December 06, 2014"
win,Corey Anderson  Justin Jones,U-DEC,3.0,"Las Vegas, Nevada, USA","December 06, 2014"
win,Raquel Pennington  Ashlee Evans-Smith,SUB  Bulldog Choke,1.0,"Las Vegas, Nevada, USA","December 06, 2014"
win,Sergio Pettis  Matt Hobar,U-DEC,3.0,"Las Vegas, Nevada, USA","December 06, 2014"
win,Clay Collard  Alex White,U-DEC,3.0,"Las Vegas, Nevada, USA","December 06, 2014"
win,Carla Esparza  Rose Namajunas,SUB  Rear Naked Choke,3.0,"Las Vegas, Nevada, USA","December 12, 2014"
win,Charles Oliveira  Jeremy Stephens,U-DEC,3.0,"Las Vegas, Nevada, USA","December 12, 2014"
nc  nc,KJ Noons  Daron Cruickshank,CNC,2.0,"Las Vegas, Nevada, USA","December 12, 2014"
win,Yancy Medeiros  Joe Proctor,SUB  Guillotine Choke,1.0,"Las Vegas, Nevada, USA","December 12, 2014"
win,Jessica Penne  Randa Markos,S-DEC,3.0,"Las Vegas, Nevada, USA","December 12, 2014"
win,Felice Herrig  Lisa Ellis,SUB  Armbar,2.0,"Las Vegas, Nevada, USA","December 12, 2014"
win,Heather Clark  Bec Rawlings,U-DEC,3.0,"Las Vegas, Nevada, USA","December 12, 2014"
win,Joanne Wood  Seo Hee Ham,U-DEC,3.0,"Las Vegas, Nevada, USA","December 12, 2014"
win,Tecia Torres  Angela Magana,U-DEC,3.0,"Las Vegas, Nevada, USA","December 12, 2014"
win,Aisling Daly  Alex Chambers,SUB  Armbar,1.0,"Las Vegas, Nevada, USA","December 12, 2014"
win,Angela Hill  Emily Kagan,U-DEC,3.0,"Las Vegas, Nevada, USA","December 12, 2014"
win,Jon Jones  Daniel Cormier,U-DEC,5.0,"Las Vegas, Nevada, USA","January 03, 2015"
win,Donald Cerrone  Myles Jury,U-DEC,3.0,"Las Vegas, Nevada, USA","January 03, 2015"
win,Brad Tavares  Nate Marquardt,U-DEC,3.0,"Las Vegas, Nevada, USA","January 03, 2015"
win,Kyoji Horiguchi  Louis Gaudinot,U-DEC,3.0,"Las Vegas, Nevada, USA","January 03, 2015"
nc  nc,Hector Lombard  Joshua Burkman,Overturned,3.0,"Las Vegas, Nevada, USA","January 03, 2015"
win,Paul Felder  Danny Castillo,KO/TKO  Spinning Back Fist,2.0,"Las Vegas, Nevada, USA","January 03, 2015"
win,Cody Garbrandt  Marcus Brimage,KO/TKO  Punches,3.0,"Las Vegas, Nevada, USA","January 03, 2015"
win,Shawn Jordan  Jared Cannonier,KO/TKO  Punch,1.0,"Las Vegas, Nevada, USA","January 03, 2015"
win,Evan Dunham  Rodrigo Damm,U-DEC,3.0,"Las Vegas, Nevada, USA","January 03, 2015"
win,Omari Akhmedov  Mats Nilsson,U-DEC,3.0,"Las Vegas, Nevada, USA","January 03, 2015"
win,Marion Reneau  Alexis Dufresne,U-DEC,3.0,"Las Vegas, Nevada, USA","January 03, 2015"
win,Frankie Edgar  Cub Swanson,SUB  Neck Crank,5.0,"Austin, Texas, USA","November 22, 2014"
win,Edson Barboza  Bobby Green,U-DEC,3.0,"Austin, Texas, USA","November 22, 2014"
win,Chico Camus  Brad Pickett,S-DEC,3.0,"Austin, Texas, USA","November 22, 2014"
win,Aleksei Oleinik  Jared Rosholt,KO/TKO  Punch,1.0,"Austin, Texas, USA","November 22, 2014"
win,Joseph Benavidez  Dustin Ortiz,U-DEC,3.0,"Austin, Texas, USA","November 22, 2014"
win,Matt Wiman  Isaac Vallie-Flagg,U-DEC,3.0,"Austin, Texas, USA","November 22, 2014"
win,Ruslan Magomedov  Josh Copeland,U-DEC,3.0,"Austin, Texas, USA","November 22, 2014"
win,Roger Narvaez  Luke Barnatt,S-DEC,3.0,"Austin, Texas, USA","November 22, 2014"
win,James Vick  Nick Hein,U-DEC,3.0,"Austin, Texas, USA","November 22, 2014"
win,Akbarh Arreola  Yves Edwards,SUB  Armbar,1.0,"Austin, Texas, USA","November 22, 2014"
win,Paige VanZant  Kailin Curran,KO/TKO  Punches,3.0,"Austin, Texas, USA","November 22, 2014"
win,Dooho Choi  Juan Manuel Puig,KO/TKO  Punch,1.0,"Austin, Texas, USA","November 22, 2014"
win,Conor McGregor  Dennis Siver,KO/TKO  Punch,2.0,"Boston, Massachusetts, USA","January 18, 2015"
win,Donald Cerrone  Benson Henderson,U-DEC,3.0,"Boston, Massachusetts, USA","January 18, 2015"
win,Uriah Hall  Ron Stallings,KO/TKO,1.0,"Boston, Massachusetts, USA","January 18, 2015"
win,Gleison Tibau  Norman Parke,S-DEC,3.0,"Boston, Massachusetts, USA","January 18, 2015"
win,Cathal Pendred  Sean Spencer,U-DEC,3.0,"Boston, Massachusetts, USA","January 18, 2015"
win,Lorenz Larkin  John Howard,KO/TKO  Punch,1.0,"Boston, Massachusetts, USA","January 18, 2015"
win,Chris Wade  Zhang Lipeng,U-DEC,3.0,"Boston, Massachusetts, USA","January 18, 2015"
win,Paddy Holohan  Shane Howell,U-DEC,3.0,"Boston, Massachusetts, USA","January 18, 2015"
win,Johnny Case  Frankie Perez,KO/TKO  Punches,3.0,"Boston, Massachusetts, USA","January 18, 2015"
win,Charles Rosa  Sean Soriano,SUB  D'Arce Choke,3.0,"Boston, Massachusetts, USA","January 18, 2015"
win,Sean O'Connell  Matt Van Buren,KO/TKO  Punches,3.0,"Boston, Massachusetts, USA","January 18, 2015"
win,Joby Sanchez  Tateki Matsuda,S-DEC,3.0,"Boston, Massachusetts, USA","January 18, 2015"
win,Junior Dos Santos  Stipe Miocic,U-DEC,5.0,"Phoenix, Arizona, USA","December 13, 2014"
win,Rafael Dos Anjos  Nate Diaz,U-DEC,3.0,"Phoenix, Arizona, USA","December 13, 2014"
win,Alistair Overeem  Stefan Struve,KO/TKO  Punch,1.0,"Phoenix, Arizona, USA","December 13, 2014"
win,Matt Mitrione  Gabriel Gonzaga,KO/TKO  Punch,1.0,"Phoenix, Arizona, USA","December 13, 2014"
win,Joanna Jedrzejczyk  Claudia Gadelha,S-DEC,3.0,"Phoenix, Arizona, USA","December 13, 2014"
win,John Moraga  Willie Gates,SUB  Rear Naked Choke,3.0,"Phoenix, Arizona, USA","December 13, 2014"
win,Ben Saunders  Joe Riggs,SUB  Injury,1.0,"Phoenix, Arizona, USA","December 13, 2014"
win,Drew Dober  Jamie Varner,SUB  Rear Naked Choke,1.0,"Phoenix, Arizona, USA","December 13, 2014"
win,Bryan Barberena  Joe Ellenberger,KO/TKO  Punches,3.0,"Phoenix, Arizona, USA","December 13, 2014"
win,David Michaud  Garett Whiteley,U-DEC,3.0,"Phoenix, Arizona, USA","December 13, 2014"
win,Henry Cejudo  Dustin Kimura,U-DEC,3.0,"Phoenix, Arizona, USA","December 13, 2014"
win,Ian Entwistle  Anthony Birchak,SUB  Heel Hook,1.0,"Phoenix, Arizona, USA","December 13, 2014"
win,Lyoto Machida  CB Dollaway,KO/TKO  Kick,1.0,"Barueri, Sao Paulo, Brazil","December 20, 2014"
win,Renan Barao  Mitch Gagnon,SUB  Arm Triangle,3.0,"Barueri, Sao Paulo, Brazil","December 20, 2014"
win,Patrick Cummins  Antonio Carlos Junior,U-DEC,3.0,"Barueri, Sao Paulo, Brazil","December 20, 2014"
win,Rashid Magomedov  Elias Silverio,KO/TKO  Punches,3.0,"Barueri, Sao Paulo, Brazil","December 20, 2014"
win,Erick Silva  Mike Rhodes,SUB  Arm Triangle,1.0,"Barueri, Sao Paulo, Brazil","December 20, 2014"
win,Daniel Sarafian  Antonio Dos Santos,KO/TKO,2.0,"Barueri, Sao Paulo, Brazil","December 20, 2014"
win,Marcos Rogerio de Lima  Igor Pokrajac,KO/TKO  Punches,1.0,"Barueri, Sao Paulo, Brazil","December 20, 2014"
win,Renato Moicano  Tom Niinimaki,SUB  Rear Naked Choke,2.0,"Barueri, Sao Paulo, Brazil","December 20, 2014"
win,Hacran Dias  Darren Elkins,U-DEC,3.0,"Barueri, Sao Paulo, Brazil","December 20, 2014"
win,Leandro Issa  Yuta Sasaki,SUB  Neck Crank,2.0,"Barueri, Sao Paulo, Brazil","December 20, 2014"
win,Tim Means  Marcio Alexandre Junior,S-DEC,3.0,"Barueri, Sao Paulo, Brazil","December 20, 2014"
win,Vitor Miranda  Jake Collier,KO/TKO  Kick,1.0,"Barueri, Sao Paulo, Brazil","December 20, 2014"
win,Anthony Johnson  Alexander Gustafsson,KO/TKO  Punches,1.0,"Stockholm, Sweden","January 24, 2015"
win,Gegard Mousasi  Dan Henderson,KO/TKO  Punch,1.0,"Stockholm, Sweden","January 24, 2015"
win,Ryan Bader  Phil Davis,S-DEC,3.0,"Stockholm, Sweden","January 24, 2015"
win,Sam Sicilia  Akira Corassani,KO/TKO  Punch,1.0,"Stockholm, Sweden","January 24, 2015"
win,Albert Tumenov  Nicholas Musoke,U-DEC,3.0,"Stockholm, Sweden","January 24, 2015"
win,Kenny Robertson  Sultan Aliev,KO/TKO  Punch,1.0,"Stockholm, Sweden","January 24, 2015"
win,Makwan Amirkhani  Andy Ogle,KO/TKO  Punches,1.0,"Stockholm, Sweden","January 24, 2015"
win,Nikita Krylov  Stanislav Nedkov,SUB  Guillotine Choke,1.0,"Stockholm, Sweden","January 24, 2015"
win,Mairbek Taisumov  Anthony Christodoulou,KO/TKO  Punches,2.0,"Stockholm, Sweden","January 24, 2015"
win,Mirsad Bektic  Paul Redmond,U-DEC,3.0,"Stockholm, Sweden","January 24, 2015"
win,Viktor Pesta  Konstantin Erokhin,U-DEC,3.0,"Stockholm, Sweden","January 24, 2015"
win,Neil Seery  Chris Beal,U-DEC,3.0,"Stockholm, Sweden","January 24, 2015"
win,Benson Henderson  Brandon Thatch,SUB  Rear Naked Choke,4.0,"Broomfield, Colorado, USA","February 14, 2015"
win,Max Holloway  Cole Miller,U-DEC,3.0,"Broomfield, Colorado, USA","February 14, 2015"
win,Neil Magny  Kiichi Kunimoto,SUB  Rear Naked Choke,3.0,"Broomfield, Colorado, USA","February 14, 2015"
win,Daniel Kelly  Patrick Walsh,U-DEC,3.0,"Broomfield, Colorado, USA","February 14, 2015"
win,Kevin Lee  Michel Prazeres,U-DEC,3.0,"Broomfield, Colorado, USA","February 14, 2015"
win,Ray Borg  Chris Kelades,SUB  Kimura,3.0,"Broomfield, Colorado, USA","February 14, 2015"
win,Efrain Escudero  Rodrigo de Lima,U-DEC,3.0,"Broomfield, Colorado, USA","February 14, 2015"
win,Chas Skelly  Jim Alers,KO/TKO  Punches,2.0,"Broomfield, Colorado, USA","February 14, 2015"
win,Zach Makovsky  Tim Elliott,U-DEC,3.0,"Broomfield, Colorado, USA","February 14, 2015"
win,James Moontasri  Cody Pfister,SUB  Rear Naked Choke,2.0,"Broomfield, Colorado, USA","February 14, 2015"
win,Frank Mir  Antonio Silva,KO/TKO  Punch,1.0,"Porto Alegre, Rio Grande do Sul, Brazil","February 22, 2015"
win,Michael Johnson  Edson Barboza,U-DEC,3.0,"Porto Alegre, Rio Grande do Sul, Brazil","February 22, 2015"
win,Sam Alvey  Cezar Ferreira,KO/TKO  Punches,1.0,"Porto Alegre, Rio Grande do Sul, Brazil","February 22, 2015"
win,Adriano Martins  Rustam Khabilov,S-DEC,3.0,"Porto Alegre, Rio Grande do Sul, Brazil","February 22, 2015"
win,Frankie Saenz  Iuri Alcantara,U-DEC,3.0,"Porto Alegre, Rio Grande do Sul, Brazil","February 22, 2015"
win,Santiago Ponzinibbio  Sean Strickland,U-DEC,3.0,"Porto Alegre, Rio Grande do Sul, Brazil","February 22, 2015"
win,Marion Reneau  Jessica Andrade,SUB  Triangle Choke,1.0,"Porto Alegre, Rio Grande do Sul, Brazil","February 22, 2015"
win,Matt Dwyer  William Macario,KO/TKO  Punch,1.0,"Porto Alegre, Rio Grande do Sul, Brazil","February 22, 2015"
win,Mike de la Torre  Tiago dos Santos e Silva,KO/TKO  Punch,1.0,"Porto Alegre, Rio Grande do Sul, Brazil","February 22, 2015"
win,Douglas Silva de Andrade  Cody Gibson,U-DEC,3.0,"Porto Alegre, Rio Grande do Sul, Brazil","February 22, 2015"
win,Ivan Jorge  Josh Shockley,U-DEC,3.0,"Porto Alegre, Rio Grande do Sul, Brazil","February 22, 2015"
win,Ronda Rousey  Cat Zingano,SUB  Armbar,1.0,"Los Angeles, California, USA","February 28, 2015"
win,Holly Holm  Raquel Pennington,S-DEC,3.0,"Los Angeles, California, USA","February 28, 2015"
win,Jake Ellenberger  Josh Koscheck,SUB  North-South Choke,2.0,"Los Angeles, California, USA","February 28, 2015"
win,Alan Jouban  Richard Walsh,KO/TKO  Elbow,1.0,"Los Angeles, California, USA","February 28, 2015"
win,Tony Ferguson  Gleison Tibau,SUB  Rear Naked Choke,1.0,"Los Angeles, California, USA","February 28, 2015"
win,Roan Carneiro  Mark Munoz,SUB  Rear Naked Choke,1.0,"Los Angeles, California, USA","February 28, 2015"
nc  nc,Roman Salazar  Norifumi Yamamoto,CNC,2.0,"Los Angeles, California, USA","February 28, 2015"
win,Tim Means  Dhiego Lima,KO/TKO  Punch,1.0,"Los Angeles, California, USA","February 28, 2015"
win,Derrick Lewis  Ruan Potts,KO/TKO  Punches,2.0,"Los Angeles, California, USA","February 28, 2015"
win,Valmir Lazaro  James Krause,S-DEC,3.0,"Los Angeles, California, USA","February 28, 2015"
win,Masio Fullen  Alex Torres,S-DEC,3.0,"Los Angeles, California, USA","February 28, 2015"
nc  nc,Anderson Silva  Nick Diaz,Overturned,5.0,"Las Vegas, Nevada, USA","January 31, 2015"
win,Tyron Woodley  Kelvin Gastelum,S-DEC,3.0,"Las Vegas, Nevada, USA","January 31, 2015"
win,Al Iaquinta  Joe Lauzon,KO/TKO  Punches,2.0,"Las Vegas, Nevada, USA","January 31, 2015"
win,Thales Leites  Tim Boetsch,SUB  Arm Triangle,2.0,"Las Vegas, Nevada, USA","January 31, 2015"
win,Thiago Alves  Jordan Mein,KO/TKO  Kick,2.0,"Las Vegas, Nevada, USA","January 31, 2015"
win,Miesha Tate  Sara McMann,M-DEC,3.0,"Las Vegas, Nevada, USA","January 31, 2015"
win,Derek Brunson  Ed Herman,KO/TKO  Punch,1.0,"Las Vegas, Nevada, USA","January 31, 2015"
win,John Lineker  Ian McCall,U-DEC,3.0,"Las Vegas, Nevada, USA","January 31, 2015"
win,Rafael Natal  Tom Watson,U-DEC,3.0,"Las Vegas, Nevada, USA","January 31, 2015"
win,Ildemar Alcantara  Richardson Moreira,S-DEC,3.0,"Las Vegas, Nevada, USA","January 31, 2015"
win,Thiago Santos  Andy Enz,KO/TKO  Punches,1.0,"Las Vegas, Nevada, USA","January 31, 2015"
win,Rafael Dos Anjos  Anthony Pettis,U-DEC,5.0,"Dallas, Texas, USA","March 14, 2015"
win,Joanna Jedrzejczyk  Carla Esparza,KO/TKO  Punches,2.0,"Dallas, Texas, USA","March 14, 2015"
win,Johny Hendricks  Matt Brown,U-DEC,3.0,"Dallas, Texas, USA","March 14, 2015"
win,Alistair Overeem  Roy Nelson,U-DEC,3.0,"Dallas, Texas, USA","March 14, 2015"
win,Henry Cejudo  Chris Cariaso,U-DEC,3.0,"Dallas, Texas, USA","March 14, 2015"
win,Ross Pearson  Sam Stout,KO/TKO  Punch,2.0,"Dallas, Texas, USA","March 14, 2015"
win,Elias Theodorou  Roger Narvaez,KO/TKO  Punches,2.0,"Dallas, Texas, USA","March 14, 2015"
win,Beneil Dariush  Daron Cruickshank,SUB  Rear Naked Choke,2.0,"Dallas, Texas, USA","March 14, 2015"
win,Jared Rosholt  Josh Copeland,KO/TKO  Punches,3.0,"Dallas, Texas, USA","March 14, 2015"
win,Ryan Benoit  Sergio Pettis,KO/TKO  Punch,2.0,"Dallas, Texas, USA","March 14, 2015"
win,Joe Duffy  Jake Lindsey,KO/TKO  Punch,1.0,"Dallas, Texas, USA","March 14, 2015"
win,Germaine de Randamie  Larissa Pacheco,KO/TKO  Punch,2.0,"Dallas, Texas, USA","March 14, 2015"
win,Demian Maia  Ryan LaFlare,U-DEC,5.0,"Rio de Janeiro, Brazil","March 21, 2015"
win,Erick Silva  Josh Koscheck,SUB  Guillotine Choke,1.0,"Rio de Janeiro, Brazil","March 21, 2015"
win,Leonardo Santos  Anthony Rocco Martin,SUB  Rear Naked Choke,2.0,"Rio de Janeiro, Brazil","March 21, 2015"
win,Amanda Nunes  Shayna Baszler,KO/TKO  Kick,1.0,"Rio de Janeiro, Brazil","March 21, 2015"
win,Gilbert Burns  Alex Oliveira,SUB  Armbar,3.0,"Rio de Janeiro, Brazil","March 21, 2015"
win,Godofredo Pepey  Andre Fili,SUB  Triangle Choke,1.0,"Rio de Janeiro, Brazil","March 21, 2015"
win,Francisco Trinaldo  Akbarh Arreola,U-DEC,3.0,"Rio de Janeiro, Brazil","March 21, 2015"
win,Edimilson Souza  Katsunori Kikuno,KO/TKO  Punch,1.0,"Rio de Janeiro, Brazil","March 21, 2015"
nc  nc,Leandro Silva  Drew Dober,Overturned  Guillotine Choke,2.0,"Rio de Janeiro, Brazil","March 21, 2015"
win,Leonardo Mafra  Cain Carrizosa,U-DEC,3.0,"Rio de Janeiro, Brazil","March 21, 2015"
win,Christos Giagos  Jorge de Oliveira,SUB  Rear Naked Choke,1.0,"Rio de Janeiro, Brazil","March 21, 2015"
win,Fredy Serrano  Bentley Syler,KO/TKO  Punch,3.0,"Rio de Janeiro, Brazil","March 21, 2015"
win,Mirko Filipovic  Gabriel Gonzaga,KO/TKO  Elbows,3.0,"Krakow, Poland","April 11, 2015"
win,Jimi Manuwa  Jan Blachowicz,U-DEC,3.0,"Krakow, Poland","April 11, 2015"
win,Pawel Pawlak  Sheldon Westcott,U-DEC,3.0,"Krakow, Poland","April 11, 2015"
win,Maryna Moroz  Joanne Wood,SUB  Armbar,1.0,"Krakow, Poland","April 11, 2015"
win,Leon Edwards  Seth Baczynski,KO/TKO  Punch,1.0,"Krakow, Poland","April 11, 2015"
win,Bartosz Fabinski  Garreth McLellan,U-DEC,3.0,"Krakow, Poland","April 11, 2015"
win,Sergio Moraes  Mickael Lebout,U-DEC,3.0,"Krakow, Poland","April 11, 2015"
win,Yaotzin Meza  Damian Stasiak,U-DEC,3.0,"Krakow, Poland","April 11, 2015"
win,Anthony Hamilton  Daniel Omielanczuk,U-DEC,3.0,"Krakow, Poland","April 11, 2015"
win,Aleksandra Albu  Izabela Badurek,SUB  Guillotine Choke,2.0,"Krakow, Poland","April 11, 2015"
win,Stevie Ray  Marcin Bandel,KO/TKO  Punches,2.0,"Krakow, Poland","April 11, 2015"
win,Taylor Lapilus  Rocky Lee,U-DEC,3.0,"Krakow, Poland","April 11, 2015"
win,Chad Mendes  Ricardo Lamas,KO/TKO  Punches,1.0,"Fairfax, Virginia, USA","April 04, 2015"
win,Al Iaquinta  Jorge Masvidal,S-DEC,3.0,"Fairfax, Virginia, USA","April 04, 2015"
win,Michael Chiesa  Mitch Clarke,U-DEC,3.0,"Fairfax, Virginia, USA","April 04, 2015"
win,Julianna Pena  Milana Dudieva,KO/TKO  Elbows,1.0,"Fairfax, Virginia, USA","April 04, 2015"
win,Clay Guida  Robert Peralta,U-DEC,3.0,"Fairfax, Virginia, USA","April 04, 2015"
win,Dustin Poirier  Diego Ferreira,KO/TKO  Punch,1.0,"Fairfax, Virginia, USA","April 04, 2015"
win,Liz Carmouche  Lauren Murphy,U-DEC,3.0,"Fairfax, Virginia, USA","April 04, 2015"
win,Alexander Yakovlev  Gray Maynard,U-DEC,3.0,"Fairfax, Virginia, USA","April 04, 2015"
win,Timothy Johnson  Shamil Abdurakhimov,KO/TKO  Punches,1.0,"Fairfax, Virginia, USA","April 04, 2015"
win,Ron Stallings  Justin Jones,U-DEC,3.0,"Fairfax, Virginia, USA","April 04, 2015"
win,Demetrious Johnson  Kyoji Horiguchi,SUB  Armbar,5.0,"Montreal, Quebec, Canada","April 25, 2015"
win,Quinton Jackson  Fabio Maldonado,U-DEC,3.0,"Montreal, Quebec, Canada","April 25, 2015"
win,Michael Bisping  CB Dollaway,U-DEC,3.0,"Montreal, Quebec, Canada","April 25, 2015"
win,John Makdessi  Shane Campbell,KO/TKO  Punch,1.0,"Montreal, Quebec, Canada","April 25, 2015"
win,Thomas Almeida  Yves Jabouin,KO/TKO  Punches,1.0,"Montreal, Quebec, Canada","April 25, 2015"
win,Patrick Cote  Joe Riggs,U-DEC,3.0,"Montreal, Quebec, Canada","April 25, 2015"
win,Alexis Davis  Sarah Kaufman,SUB  Armbar,2.0,"Montreal, Quebec, Canada","April 25, 2015"
win,Chad Laprise  Bryan Barberena,U-DEC,3.0,"Montreal, Quebec, Canada","April 25, 2015"
win,Olivier Aubin-Mercier  David Michaud,SUB  Rear Naked Choke,3.0,"Montreal, Quebec, Canada","April 25, 2015"
win,Nordine Taleb  Chris Clements,U-DEC,3.0,"Montreal, Quebec, Canada","April 25, 2015"
win,Valerie Letourneau  Jessica Rakoczy,U-DEC,3.0,"Montreal, Quebec, Canada","April 25, 2015"
win,Randa Markos  Aisling Daly,U-DEC,3.0,"Montreal, Quebec, Canada","April 25, 2015"
win,Luke Rockhold  Lyoto Machida,SUB  Rear Naked Choke,2.0,"Newark, New Jersey, USA","April 18, 2015"
win,Jacare Souza  Chris Camozzi,SUB  Armbar,1.0,"Newark, New Jersey, USA","April 18, 2015"
win,Max Holloway  Cub Swanson,SUB  Guillotine Choke,3.0,"Newark, New Jersey, USA","April 18, 2015"
win,Paige VanZant  Felice Herrig,U-DEC,3.0,"Newark, New Jersey, USA","April 18, 2015"
win,Beneil Dariush  Jim Miller,U-DEC,3.0,"Newark, New Jersey, USA","April 18, 2015"
win,Ovince Saint Preux  Patrick Cummins,KO/TKO  Punch,1.0,"Newark, New Jersey, USA","April 18, 2015"
win,Gian Villante  Corey Anderson,KO/TKO  Punch,3.0,"Newark, New Jersey, USA","April 18, 2015"
win,Aljamain Sterling  Takeya Mizugaki,SUB  Arm Triangle,3.0,"Newark, New Jersey, USA","April 18, 2015"
win,Tim Means  George Sullivan,SUB  Arm Triangle,3.0,"Newark, New Jersey, USA","April 18, 2015"
win,Diego Brandao  Jimy Hettes,KO/TKO,1.0,"Newark, New Jersey, USA","April 18, 2015"
win,Chris Dempsey  Eddie Gordon,S-DEC,3.0,"Newark, New Jersey, USA","April 18, 2015"
win,Stipe Miocic  Mark Hunt,KO/TKO  Punches,5.0,"Adelaide, South Australia, Australia","May 09, 2015"
win,Robert Whittaker  Brad Tavares,KO/TKO  Punch,1.0,"Adelaide, South Australia, Australia","May 09, 2015"
win,Sean O'Connell  Anthony Perosh,KO/TKO  Punches,1.0,"Adelaide, South Australia, Australia","May 09, 2015"
win,James Vick  Jake Matthews,SUB  Guillotine Choke,1.0,"Adelaide, South Australia, Australia","May 09, 2015"
win,Dan Hooker  Hatsu Hioki,KO/TKO  Kick,2.0,"Adelaide, South Australia, Australia","May 09, 2015"
win,Kyle Noke  Jonavin Webb,S-DEC,3.0,"Adelaide, South Australia, Australia","May 09, 2015"
win,Sam Alvey  Daniel Kelly,KO/TKO  Punch,1.0,"Adelaide, South Australia, Australia","May 09, 2015"
win,Bec Rawlings  Lisa Ellis,SUB  Rear Naked Choke,1.0,"Adelaide, South Australia, Australia","May 09, 2015"
win,Brad Scott  Dylan Andrews,SUB  Guillotine Choke,2.0,"Adelaide, South Australia, Australia","May 09, 2015"
win,Alex Chambers  Kailin Curran,SUB  Armbar,3.0,"Adelaide, South Australia, Australia","May 09, 2015"
win,Brendan O'Reilly  Vik Grujic,U-DEC,3.0,"Adelaide, South Australia, Australia","May 09, 2015"
win,Ben Nguyen  Alptekin Ozkilic,KO/TKO  Punch,1.0,"Adelaide, South Australia, Australia","May 09, 2015"
win,Fabricio Werdum  Cain Velasquez,SUB  Guillotine Choke,3.0,"Mexico City, Distrito Federal, Mexico","June 13, 2015"
win,Eddie Alvarez  Gilbert Melendez,S-DEC,3.0,"Mexico City, Distrito Federal, Mexico","June 13, 2015"
win,Kelvin Gastelum  Nate Marquardt,KO/TKO,2.0,"Mexico City, Distrito Federal, Mexico","June 13, 2015"
win,Yair Rodriguez  Charles Rosa,S-DEC,3.0,"Mexico City, Distrito Federal, Mexico","June 13, 2015"
win,Tecia Torres  Angela Hill,U-DEC,3.0,"Mexico City, Distrito Federal, Mexico","June 13, 2015"
win,Henry Cejudo  Chico Camus,U-DEC,3.0,"Mexico City, Distrito Federal, Mexico","June 13, 2015"
win,Efrain Escudero  Drew Dober,SUB  Guillotine Choke,1.0,"Mexico City, Distrito Federal, Mexico","June 13, 2015"
win,Patrick Williams  Alejandro Perez,SUB  Guillotine Choke,1.0,"Mexico City, Distrito Federal, Mexico","June 13, 2015"
win,Johnny Case  Francisco Trevino,U-DEC,3.0,"Mexico City, Distrito Federal, Mexico","June 13, 2015"
win,Cathal Pendred  Augusto Montano,U-DEC,3.0,"Mexico City, Distrito Federal, Mexico","June 13, 2015"
win,Gabriel Benitez  Clay Collard,U-DEC,3.0,"Mexico City, Distrito Federal, Mexico","June 13, 2015"
win,Frankie Edgar  Urijah Faber,U-DEC,5.0,"Manila, Philippines","May 16, 2015"
win,Gegard Mousasi  Constantinos Philippou,U-DEC,3.0,"Manila, Philippines","May 16, 2015"
win,Mark Munoz  Luke Barnatt,U-DEC,3.0,"Manila, Philippines","May 16, 2015"
win,Neil Magny  Hyun Gyu Lim,KO/TKO  Punches,2.0,"Manila, Philippines","May 16, 2015"
