name,win,loss,tie,height_ft,weight_lbs,reach_inch,stance,dob,slpm,str_acc,sapm,str_def,tdavg,tdacc,tddef,subavg
Jailton Almeida,16,2,0,"6' 3""",205,79,Orthodox,"Jun 26, 1991",3.48,53%,0.49,12%,6.27,66%,50%,2.1
