name,win,loss,tie,weight_lbs,reach_inch,stance,slpm,str_acc,sapm,str_def,tdavg,tdacc,tddef,subavg,w/l_ratio,age,inches
Manel Kape,17,6,0,125.0,68.0,Southpaw,4.69,53,4.59,51,0.77,28,80,0.0,0.74,28,65
Anderson Dos Santos,21,9,0,135.0,70.0,Orthodox,2.7,25,5.37,49,0.98,14,66,0.7,0.7,37,65
John Castaneda,19,5,0,135.0,71.0,Switch,4.38,46,4.53,56,0.65,22,63,0.3,0.79,30,66
CJ Vergara,10,3,1,125.0,68.0,Orthodox,5.67,55,5.31,52,0.0,0,80,0.0,0.77,31,66
Fabio Cherant,7,4,0,205.0,74.0,Southpaw,1.35,40,4.89,38,0.0,0,0,0.0,0.64,27,73
Askar Mozharov,19,13,0,205.0,74.0,Orthodox,0.43,18,4.07,13,0.0,0,33,0.0,0.59,27,75
William Knight,11,4,0,205.0,73.0,Orthodox,2.95,59,2.99,32,2.07,44,48,0.5,0.73,34,70
Ryan Benoit,10,8,0,125.0,68.0,Orthodox,2.88,39,3.65,58,0.28,22,72,0.4,0.56,32,65
Hu Yaozong,3,3,0,185.0,72.0,Orthodox,3.35,48,5.09,35,0.0,0,33,0.4,0.5,27,75
Shimon Smotritsky,7,1,0,170.0,74.0,Orthodox,0.0,0,1.54,83,23.08,100,0,0.0,0.88,21,74
Trevin Jones,13,8,0,135.0,70.0,Southpaw,2.9,42,5.0,41,0.71,12,71,0.0,0.62,31,67
Juan Adams,5,3,0,265.0,80.0,Orthodox,7.09,55,4.06,34,0.91,66,57,0.0,0.62,30,77
Cheyden Leialoha,6,0,0,135.0,73.0,Orthodox,1.87,28,3.2,53,2.0,33,71,0.0,1.0,28,68
Martin Day,8,6,0,145.0,73.0,Orthodox,3.97,45,3.79,53,0.72,60,65,0.5,0.57,33,70
Quinn Mulhern,18,4,0,155.0,,Orthodox,1.48,28,2.09,51,1.36,20,33,0.0,0.82,37,75
Nate Moore,8,4,0,170.0,,,2.21,25,2.87,42,1.23,16,25,0.0,0.67,,72
Marius Zaromskis,20,9,0,170.0,,Orthodox,5.02,34,5.93,50,0.73,42,73,0.0,0.69,41,69
Kleydson Rodrigues,7,2,0,125.0,67.0,Orthodox,5.73,61,3.07,48,1.0,25,66,1.0,0.78,26,66
Aleksa Camur,6,2,0,205.0,74.0,Orthodox,4.78,59,3.15,60,0.59,25,50,0.0,0.75,26,73
Bruno Korea,7,3,0,135.0,65.0,,2.12,34,3.96,42,0.0,0,25,0.0,0.7,31,66
Marcelo Brito,13,8,0,170.0,,Orthodox,0.6,20,3.53,55,0.0,0,50,0.0,0.62,44,73
Anthony Lapsley,23,7,0,170.0,,Southpaw,0.53,34,0.58,66,0.0,0,20,0.0,0.77,42,69
Silvana Gomez Juarez,11,4,0,115.0,65.0,Orthodox,2.62,48,2.37,54,0.0,0,37,0.0,0.73,37,63
Maxim Grishin,32,9,2,205.0,78.0,Orthodox,3.4,52,2.07,59,0.27,33,66,0.0,0.78,38,75
Luana Carolina,8,3,0,125.0,69.0,Orthodox,4.64,50,3.55,47,0.0,0,82,1.0,0.73,29,66
Saidyokub Kakhramonov,10,2,0,135.0,69.0,Orthodox,2.29,54,0.91,57,6.07,52,80,2.0,0.83,26,68
Shane Roller,11,7,0,155.0,72.0,Orthodox,2.04,34,2.65,60,2.46,33,42,1.9,0.61,43,70
Javid Basharat,12,0,0,135.0,69.0,Orthodox,5.45,58,2.53,64,1.54,60,100,0.5,1.0,26,69
Billy Goff,7,2,0,170.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.78,24,
Danny Davis,13,11,1,170.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.54,39,74
Jaime Alvarez,6,1,0,125.0,69.0,Orthodox,2.73,40,4.53,56,1.0,33,50,0.0,0.86,34,68
Chris de la Rocha,5,3,0,250.0,80.0,Orthodox,4.08,45,6.37,43,2.02,30,33,1.0,0.62,43,75
David Hulett,22,10,0,170.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.69,41,70
Logan Urban,5,1,0,170.0,72.0,Orthodox,2.55,66,16.6,27,0.0,0,0,0.0,0.83,28,72
Shawn Teed,5,2,0,265.0,,Orthodox,1.4,42,13.31,21,0.0,0,0,0.0,0.71,30,77
Ho Bae Myeon,13,5,1,168.0,,Orthodox,3.16,16,3.16,83,0.0,0,0,0.0,0.72,,71
Liang Na,19,6,0,115.0,67.0,Orthodox,2.94,52,4.09,27,5.74,50,0,1.9,0.76,25,65
Seichi Ikemoto,21,19,5,168.0,,Orthodox,2.59,32,3.74,57,1.23,26,60,0.0,0.52,46,71
Santo Curatolo,6,2,0,125.0,62.0,Southpaw,1.4,39,6.07,34,2.0,33,100,0.0,0.75,27,63
Louis Taylor,13,4,0,185.0,,Orthodox,2.06,32,1.24,68,2.48,28,100,0.0,0.76,43,71
Mabelly Lima,7,1,0,135.0,,Orthodox,3.07,63,5.67,44,0.0,0,100,0.0,0.88,28,62
Evangelista Santos,21,18,0,170.0,76.0,Orthodox,3.94,36,6.01,49,0.78,100,50,0.4,0.54,44,70
Oron Kahlon,16,1,0,135.0,70.0,Orthodox,0.85,37,4.93,36,0.0,0,40,0.0,0.94,37,68
Eiji Ishikawa,29,24,3,170.0,,,1.2,29,4.07,60,1.0,9,0,0.0,0.55,42,70
Mike Budnik,13,4,0,145.0,68.0,Orthodox,0.65,52,0.95,53,0.0,0,0,3.4,0.76,47,69
Vanessa Demopoulos,8,4,0,115.0,59.0,Orthodox,3.46,44,4.47,44,0.32,7,50,1.3,0.67,33,62
AJ Dobson,6,1,0,185.0,76.0,Orthodox,4.7,57,4.55,39,0.78,50,62,0.8,0.86,30,73
Waachiim Spiritwolf,12,13,1,170.0,,,10.0,100,10.0,0,0.0,0,0,0.0,0.48,,68
Josh Quinlan,5,0,0,170.0,72.0,Orthodox,16.6,72,2.55,33,0.0,0,100,0.0,1.0,29,72
Herdem Alacabek,5,1,0,205.0,75.0,Orthodox,3.84,65,6.66,23,2.06,50,42,0.0,0.83,31,74
Andre Petroski,8,2,0,185.0,73.0,Switch,4.07,61,2.05,53,4.1,47,100,4.1,0.8,31,72
Ashkan Mokhtarian,13,3,0,125.0,67.0,Southpaw,1.95,43,3.66,43,0.54,16,33,0.0,0.81,36,66
Patrick Williams,8,6,0,135.0,73.0,Orthodox,4.12,51,4.12,52,2.71,41,100,0.5,0.57,40,68
Alatengheili,15,8,2,135.0,66.0,Orthodox,2.86,33,5.07,58,1.73,33,72,0.0,0.65,30,65
Cody Brundage,8,2,0,185.0,72.0,Orthodox,2.65,53,2.65,51,1.81,30,68,1.2,0.8,28,72
Chris Kelades,9,3,0,125.0,68.0,Orthodox,2.4,43,2.64,48,1.04,18,53,0.3,0.75,41,67
Ariane Carnelossi,14,3,0,115.0,61.0,Orthodox,3.04,40,4.72,43,1.62,55,8,0.3,0.82,29,62
Cory McKenna,6,2,0,115.0,58.0,Orthodox,3.64,41,3.71,45,1.33,44,71,0.0,0.75,23,63
Istela Nunes,6,3,0,115.0,66.0,Orthodox,5.4,43,4.01,61,0.0,0,41,0.0,0.67,30,64
Andre Soukhamthath,13,8,0,135.0,70.0,Orthodox,2.77,44,4.31,49,1.25,53,58,0.2,0.62,33,69
Nick Maximov,8,1,0,185.0,76.0,Southpaw,1.82,52,1.71,42,5.51,45,100,0.3,0.89,24,72
Gadzhi Omargadzhiev,13,1,0,185.0,71.0,Switch,1.21,41,1.81,38,1.64,66,0,0.8,0.93,29,73
John Franchi,6,2,0,145.0,67.0,Orthodox,1.83,48,2.59,48,2.68,80,40,0.3,0.75,40,66
Elise Reed,5,2,0,115.0,63.0,Orthodox,2.88,50,3.82,52,0.0,0,50,0.0,0.71,29,63
Kevin Croom,21,15,0,135.0,73.0,Orthodox,2.65,34,3.1,41,0.48,5,30,0.5,0.58,35,71
Micheal Gillmore,6,5,0,170.0,72.0,Orthodox,2.04,57,3.02,43,0.0,0,50,0.0,0.55,35,71
David Dvorak,20,4,0,125.0,68.0,Orthodox,3.87,43,3.0,61,0.0,0,81,0.3,0.83,30,65
Jason Witt,19,8,0,170.0,70.0,Orthodox,2.26,47,2.63,50,6.89,48,100,1.0,0.7,35,70
Tresean Gore,4,2,0,185.0,75.0,Switch,3.45,54,6.74,45,1.59,66,80,0.8,0.67,28,72
Khalid Taha,13,4,0,135.0,69.0,Orthodox,2.69,33,4.02,45,0.0,0,61,0.3,0.76,30,65
Hashem Arkhagha,6,1,0,185.0,75.0,Orthodox,1.84,44,8.97,43,0.0,0,50,0.0,0.86,32,74
Jesse Strader,5,3,0,135.0,70.0,Orthodox,5.03,51,5.28,47,3.87,57,100,0.0,0.62,31,67
Yazmin Jauregui,8,0,0,115.0,,,0.0,0,0.0,0,0.0,0,0,0.0,1.0,23,63
Melsik Baghdasaryan,7,1,0,145.0,70.0,Southpaw,6.0,62,3.48,53,0.0,0,76,0.0,0.88,30,69
Tagir Ulanbekov,14,2,0,125.0,70.0,Southpaw,3.42,44,3.36,54,3.67,42,61,0.7,0.88,30,67
Jansey Silva,7,2,0,185.0,67.0,Orthodox,0.46,40,2.32,33,0.0,0,0,0.0,0.78,27,74
Kay Hansen,7,6,0,115.0,63.0,Orthodox,3.01,50,3.19,51,1.83,22,37,0.8,0.54,22,62
Oscar Cota,11,3,0,230.0,72.0,Orthodox,0.33,41,2.47,41,0.0,0,60,1.0,0.79,37,72
Caio Borralho,12,1,0,185.0,75.0,Southpaw,2.72,62,1.82,61,2.63,80,75,0.0,0.92,29,70
Juancamilo Ronderos,4,1,0,125.0,,,4.78,34,3.91,67,0.0,0,0,0.0,0.8,27,64
Kenichi Yamamoto,5,12,2,170.0,,Orthodox,0.3,46,1.93,38,0.0,0,10,0.3,0.29,46,72
CJ Fernandes,14,8,3,170.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.64,44,74
Bryan Battle,8,1,0,170.0,77.0,Orthodox,7.1,56,4.58,40,1.35,22,55,0.7,0.89,27,73
Dennis Buzukja,4,2,0,145.0,71.0,Switch,3.8,46,6.8,35,2.0,25,100,1.0,0.67,24,69
Boston Salmon,6,3,0,135.0,69.0,Southpaw,4.13,37,7.75,59,0.0,0,100,0.0,0.67,31,69
Carlton Jones,1,4,0,225.0,,Orthodox,2.32,41,3.58,56,4.02,50,57,2.7,0.2,,73
Jasmine Jasudavicius,7,2,0,125.0,68.0,Orthodox,3.36,40,4.56,50,2.0,37,70,0.0,0.78,33,67
Collin Anglin,8,3,0,145.0,71.0,Orthodox,4.59,48,5.54,51,2.28,66,100,0.0,0.73,29,69
Bruno Souza,10,3,0,145.0,70.0,Orthodox,3.73,39,5.3,45,0.5,16,60,0.0,0.77,26,70
Chad Anheliger,12,5,0,135.0,64.0,Orthodox,3.99,54,3.33,50,0.0,0,52,1.6,0.71,35,66
Neil Wain,13,4,0,242.0,,Orthodox,2.64,50,8.57,43,0.0,0,50,0.0,0.76,,70
Piera Rodriguez,8,0,0,115.0,63.0,Orthodox,3.1,44,2.23,64,3.0,35,75,0.0,1.0,29,63
Cody Durden,13,4,1,125.0,67.0,Southpaw,3.98,49,4.12,48,4.24,38,71,0.4,0.76,31,67
Jesse Murray,8,4,0,205.0,78.0,Orthodox,2.38,28,7.72,43,0.0,0,0,0.0,0.67,29,75
Josh Copeland,12,4,0,265.0,,Orthodox,1.03,31,3.01,55,0.0,0,57,0.0,0.75,39,73
Viktor Pesta,10,4,0,240.0,77.0,Orthodox,1.58,36,2.54,56,3.29,28,100,0.0,0.71,32,75
Gilbert Urbina,6,3,0,185.0,75.0,Orthodox,6.21,59,6.34,47,4.14,33,0,0.0,0.67,26,75
Kaleio Romero,6,1,0,145.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.86,26,
Jonathan Goulet,23,12,0,170.0,73.0,Orthodox,1.61,41,2.01,46,4.17,70,45,0.6,0.66,43,72
Ricky Turcios,12,3,0,135.0,71.0,Orthodox,5.27,34,4.02,56,0.67,18,45,0.0,0.8,29,69
Jonny Parsons,8,2,0,170.0,69.0,Orthodox,3.53,38,5.2,55,0.0,0,50,0.0,0.8,30,69
Muhammad Naimov,5,1,0,145.0,70.0,Orthodox,3.47,41,5.87,44,0.0,0,25,0.0,0.83,27,69
Muin Gafurov,17,4,0,135.0,68.0,Southpaw,2.07,47,3.13,39,5.0,41,100,0.0,0.81,26,67
Natalia Silva,13,5,1,125.0,65.0,Southpaw,6.4,51,2.07,69,2.0,66,100,0.0,0.72,25,64
Julia Polastri,8,3,0,125.0,63.0,Orthodox,4.33,49,4.67,57,0.0,0,42,0.0,0.73,24,62
Mike Cook,13,13,0,205.0,,Orthodox,1.72,49,2.4,46,1.03,33,55,2.1,0.5,,73
Valesca Machado,8,3,0,115.0,63.0,Orthodox,2.4,32,2.87,64,0.0,0,76,0.0,0.73,26,64
Muhammad Mokaev,7,0,0,125.0,70.0,Orthodox,2.07,40,1.03,80,0.0,0,0,15.5,1.0,21,67
Jimmy Flick,16,5,0,125.0,68.0,Orthodox,1.99,58,2.3,50,1.81,50,0,7.2,0.76,31,67
Guto Inocente,7,4,0,205.0,,Orthodox,4.13,66,2.92,54,0.67,33,66,0.7,0.64,36,75
Wagner da Conceicao Martins,9,8,0,390.0,,Orthodox,1.91,37,5.43,42,2.2,100,100,0.0,0.53,44,79
Konstantin Erokhin,9,3,0,230.0,,Orthodox,1.07,36,1.83,47,0.0,0,70,0.0,0.75,39,71
Mal Foki,5,5,0,220.0,,Orthodox,2.86,14,14.29,54,0.0,0,0,0.0,0.5,,67
Brady Hiestand,6,2,0,135.0,71.0,Orthodox,4.4,49,6.67,41,6.0,54,50,0.0,0.75,23,68
Angel De Anda,18,6,0,225.0,,Orthodox,5.68,46,6.32,47,0.0,0,0,0.0,0.75,37,69
Paul Georgieff,6,2,0,170.0,,Orthodox,2.55,40,2.34,35,0.0,0,0,0.0,0.75,39,74
Jon Olav Einemo,6,3,0,253.0,,Orthodox,2.15,52,3.05,52,1.73,55,43,0.0,0.67,46,78
Solomon Renfro,8,2,0,170.0,72.0,Switch,5.2,44,3.53,61,2.0,50,100,0.0,0.8,25,69
Yusuke Kawaguchi,18,12,0,255.0,,,2.87,47,3.93,50,0.0,0,72,0.0,0.6,41,72
Liz Carmouche,13,7,0,125.0,66.0,Orthodox,2.78,54,2.51,61,2.57,51,65,0.3,0.65,38,66
Scott Lighty,6,2,0,205.0,,,2.91,21,4.24,49,0.0,0,0,0.0,0.75,43,74
Ronda Rousey,12,2,0,135.0,66.0,Orthodox,4.17,52,4.14,44,6.26,68,50,4.8,0.86,35,67
Nate Smith,6,1,0,125.0,69.0,Switch,1.28,38,2.04,35,0.0,0,33,2.3,0.86,27,66
Charles Johnson,11,2,0,125.0,70.0,Switch,0.0,0,0.0,0,0.0,0,0,0.0,0.85,31,69
Jessica Eye,15,11,0,125.0,66.0,Orthodox,3.86,37,4.19,55,0.58,40,57,0.5,0.58,35,66
Virgil Zwicker,15,6,1,205.0,74.0,,3.34,48,4.87,39,1.31,30,50,0.0,0.71,40,74
Eric Esch,15,10,1,350.0,,Orthodox,3.07,71,1.74,43,0.0,0,0,2.0,0.6,53,71
Leslie Smith,10,7,1,135.0,66.0,Orthodox,7.56,40,8.41,51,0.0,0,62,0.0,0.59,39,69
Eric Schambari,15,6,0,185.0,,Orthodox,1.43,42,1.07,54,3.0,42,0,1.0,0.71,44,71
Jerrod Sanders,16,3,0,135.0,72.0,Orthodox,0.88,64,1.14,46,2.2,33,50,1.6,0.84,42,68
Alexis Davis,21,11,0,135.0,68.0,Orthodox,4.63,49,4.45,54,0.95,44,34,0.7,0.66,37,66
Joseph Gigliotti,7,2,0,185.0,,Orthodox,1.04,39,2.92,45,1.56,100,50,0.8,0.78,28,71
Elias Theodorou,16,3,0,185.0,75.0,Orthodox,4.19,42,2.39,53,1.27,28,59,0.0,0.84,34,73
Dave Herman,22,6,0,242.0,77.0,Orthodox,4.98,60,3.78,48,1.49,100,58,0.0,0.79,37,76
Ryan Jensen,21,8,0,185.0,76.0,Orthodox,2.84,39,2.99,59,1.55,50,31,1.9,0.72,44,73
Antwain Britt,11,6,0,205.0,77.0,,1.46,39,2.81,44,1.56,40,50,0.0,0.65,44,73
Dae Won Kim,11,7,0,180.0,,Orthodox,1.75,32,2.51,36,3.43,42,0,0.0,0.61,,71
Colleen Schneider,11,7,0,135.0,,,2.17,48,2.5,50,2.5,50,60,0.0,0.61,,
Sarah D'alelio,11,7,0,145.0,,,2.4,33,0.0,100,0.0,0,100,0.0,0.61,41,67
Sean O'Haire,4,2,0,270.0,,Orthodox,8.28,57,22.76,21,0.0,0,0,0.0,0.67,51,77
Brett Albee,3,2,0,225.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.6,,
Paulo Filho,23,6,3,185.0,,Southpaw,1.86,48,1.67,66,2.4,32,42,1.6,0.79,44,68
Rin Nakai,19,2,1,135.0,,Orthodox,1.57,33,3.9,60,3.0,18,75,0.5,0.9,35,61
Cindy Dandois,8,3,0,135.0,,Orthodox,3.13,32,3.4,58,5.0,55,0,0.0,0.73,37,67
Julija Stoliarenko,10,7,2,135.0,66.0,,2.75,41,4.3,44,0.5,22,62,1.2,0.59,29,67
Kalindra Faria,18,8,1,125.0,,Switch,2.23,56,1.44,45,1.31,66,20,0.7,0.69,36,67
Jessica-Rose Clark,11,8,0,135.0,64.0,Orthodox,4.02,52,3.59,59,1.76,52,63,0.3,0.58,34,65
Amanda Lemos,12,2,1,115.0,65.0,Southpaw,4.87,57,4.4,48,1.07,57,81,0.5,0.86,35,64
Sheldon Westcott,10,3,1,170.0,71.0,Southpaw,2.26,40,3.73,37,3.23,37,14,0.0,0.77,37,73
Logan Clark,18,6,0,185.0,,Orthodox,2.2,54,1.49,53,0.31,100,30,2.1,0.75,37,74
Steve Steinbeiss,9,4,0,185.0,75.0,Orthodox,3.92,55,1.86,49,0.44,50,58,0.0,0.69,41,75
Bruno Santos,15,2,0,185.0,,Orthodox,1.18,46,2.27,56,3.0,37,66,0.3,0.88,35,69
Roger Narvaez,8,3,0,185.0,,Southpaw,2.12,37,3.32,64,0.0,0,50,0.9,0.73,38,75
Tatsuya Mizuno,16,12,1,205.0,,Southpaw,2.25,37,3.52,53,1.19,25,40,3.6,0.57,41,73
Galore Bofando,5,3,0,170.0,72.0,Switch,3.63,45,3.63,54,2.37,100,50,0.0,0.62,40,71
Jan Finney,11,12,0,135.0,,Orthodox,2.16,28,8.75,42,0.77,11,25,0.0,0.48,,68
Justin Edwards,9,5,0,155.0,70.0,Orthodox,2.68,42,3.32,51,2.14,26,27,1.0,0.64,39,70
Jeremiah Wells,11,2,1,170.0,74.0,Switch,3.68,49,1.62,32,1.28,12,100,1.3,0.85,35,69
Tarec Saffiedine,16,7,0,170.0,70.0,Switch,4.05,47,3.06,62,0.52,36,84,0.1,0.7,35,70
Gregory Bouchelaghem,5,4,0,183.0,,Switch,0.27,21,1.53,36,0.0,0,50,0.0,0.56,,74
Sarah Alpar,9,6,0,135.0,63.0,Southpaw,2.36,44,6.06,38,1.61,26,20,0.4,0.6,31,64
Leah Letson,5,3,0,145.0,71.0,,3.06,41,3.84,52,0.51,50,76,0.0,0.62,29,67
Mounir Lazzez,11,2,0,170.0,76.0,Orthodox,7.4,54,5.28,53,1.84,66,71,0.0,0.85,34,73
Steve Byrnes,6,1,0,170.0,,Orthodox,1.2,51,2.67,27,3.0,60,0,4.0,0.86,,72
Tor Troeng,16,7,1,185.0,,Orthodox,1.16,46,3.26,32,0.62,7,66,0.3,0.7,39,74
Scott Harper,12,7,0,185.0,,Orthodox,1.3,54,4.98,47,3.25,100,0,0.0,0.63,50,72
Joao Zeferino,21,9,0,170.0,,Orthodox,0.83,36,2.6,48,0.5,5,50,1.0,0.7,36,71
Stephanie Egger,7,2,0,135.0,68.0,Orthodox,1.69,52,1.69,54,2.87,41,33,0.6,0.78,33,66
Montserrat Conejo,10,2,0,115.0,61.0,Southpaw,1.16,37,2.44,51,3.85,80,0,1.9,0.83,29,60
Edgar Garcia,14,5,0,170.0,71.0,Orthodox,3.16,29,4.23,60,2.21,57,50,0.6,0.74,38,70
Charlie Ward,3,3,0,170.0,,Orthodox,1.64,19,7.21,53,0.0,0,0,0.0,0.5,41,71
Carmelo Marrero,16,6,0,205.0,73.0,Orthodox,0.84,34,2.04,54,3.21,36,36,0.9,0.73,41,72
Ivan Serati,12,4,0,205.0,,Orthodox,0.86,26,5.33,29,0.0,0,0,0.0,0.75,,72
Blood Diamond,3,1,0,170.0,76.0,Switch,0.22,33,3.24,21,0.0,0,80,0.0,0.75,34,71
Kevin Casey,9,5,2,185.0,77.0,Southpaw,2.27,53,3.76,46,0.79,22,27,0.4,0.64,41,71
Mike Ciesnolevicz,19,4,0,235.0,,Orthodox,0.51,50,4.62,57,0.0,0,20,5.1,0.83,42,72
Ange Loosa,8,3,0,170.0,74.0,Orthodox,5.07,38,8.3,48,0.5,16,100,0.5,0.73,29,70
Tyler Stinson,30,10,0,170.0,,,2.8,23,4.6,56,0.5,100,0,0.5,0.75,36,75
Felicia Spencer,9,3,0,145.0,68.0,Orthodox,3.21,48,4.54,45,1.18,18,27,0.2,0.75,31,66
David Branch,22,6,0,185.0,78.0,Orthodox,1.66,39,1.91,56,2.55,32,43,0.0,0.79,40,73
Erin Blanchfield,9,1,0,125.0,66.0,Orthodox,5.69,56,2.5,62,3.99,66,75,0.8,0.9,23,64
Elias Silverio,13,3,0,155.0,73.0,Orthodox,3.67,49,2.97,51,1.62,38,85,0.2,0.81,35,71
Jorge Lopez,11,5,0,170.0,,Orthodox,2.47,59,2.57,50,3.5,41,81,0.0,0.69,33,70
Genaro Valdez,10,1,0,155.0,72.0,Orthodox,5.12,35,12.91,46,6.68,44,0,1.7,0.91,30,69
Adam Cella,6,8,0,170.0,,,1.91,42,2.61,51,3.92,75,50,1.3,0.43,37,74
Hector Urbina,17,10,1,170.0,73.0,Orthodox,0.97,38,2.44,39,0.0,0,38,3.8,0.63,34,71
Brad Blackburn,18,13,1,170.0,73.0,Orthodox,4.55,35,3.59,65,0.93,50,76,0.7,0.58,45,70
Hiromitsu Miura,12,7,0,170.0,71.0,Orthodox,2.12,34,2.12,58,2.23,50,69,0.6,0.63,40,69
Neil Grove,12,8,1,265.0,,Orthodox,0.0,0,0.0,0,0.0,0,100,14.3,0.6,51,78
Bubba Bush,8,3,0,185.0,,Orthodox,0.63,55,7.01,25,2.82,50,60,0.0,0.73,37,72
Megan Anderson,11,5,0,145.0,72.0,Orthodox,1.76,46,3.35,37,0.52,25,53,0.5,0.69,32,72
Eduardo Pamplona,16,4,0,170.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.8,49,71
Zarah Fairn,6,4,0,145.0,72.0,Orthodox,1.98,45,6.61,39,0.0,0,50,0.0,0.6,38,68
Chad Vance,7,5,0,185.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.58,,72
AJ Fletcher,9,1,0,170.0,67.0,Switch,2.53,55,2.53,55,4.31,62,0,1.7,0.9,25,70
Isaac Vallie-Flagg,16,7,1,155.0,70.0,Orthodox,5.56,47,5.6,45,0.2,12,58,0.0,0.7,44,68
Patrik White,9,2,0,155.0,72.0,Orthodox,9.77,49,6.28,60,0.0,0,50,0.0,0.82,29,72
James Giboo,13,5,0,170.0,,Orthodox,1.2,27,7.08,39,0.0,0,0,0.0,0.72,44,71
Victor Valimaki,18,10,0,205.0,,Orthodox,3.94,30,2.99,67,0.9,14,0,0.0,0.64,,72
Orion Cosce,7,1,0,170.0,71.0,Switch,3.7,55,3.12,52,1.87,42,70,0.0,0.88,28,71
Jan Blachowicz,29,9,0,205.0,78.0,Orthodox,3.55,49,2.77,54,1.08,53,66,0.3,0.76,39,74
Andre Muniz,23,4,0,185.0,78.0,Southpaw,1.91,55,1.45,52,3.71,40,45,2.1,0.85,32,73
Garreth McLellan,13,6,0,185.0,72.0,Southpaw,3.56,54,2.94,45,1.15,22,34,0.9,0.68,39,73
Benoit Saint Denis,9,1,0,155.0,73.0,Southpaw,3.48,47,7.43,41,3.48,26,100,1.4,0.9,26,71
Fernando Gonzalez,26,14,0,170.0,68.0,Southpaw,4.47,47,4.03,65,0.86,33,43,1.4,0.65,38,69
Houston Alexander,17,15,1,205.0,72.0,Orthodox,3.06,54,3.2,52,1.19,57,33,0.0,0.53,50,72
Bartosz Fabinski,15,5,0,170.0,75.0,Orthodox,2.23,68,1.46,51,7.1,70,80,0.0,0.75,36,72
Jerron Peoples,4,3,0,170.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.57,40,72
Ailin Perez,6,1,0,145.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.86,27,65
Leonardo Damiani,10,3,1,170.0,69.0,Orthodox,1.67,23,4.17,37,0.0,0,50,0.0,0.77,31,70
James Lee,15,3,0,205.0,,Southpaw,1.4,42,3.72,27,13.95,50,0,7.0,0.83,48,71
Joe Vedepo,18,9,0,185.0,,Orthodox,1.43,42,5.71,38,1.07,20,0,0.0,0.67,,72
Austin Tweedy,8,2,0,155.0,,Orthodox,4.29,66,6.43,0,0.0,0,0,0.0,0.8,31,69
Matt Dixon,9,1,0,170.0,75.0,Switch,1.97,43,4.56,37,3.06,30,0,0.0,0.9,26,70
Daniel Omielanczuk,19,8,1,247.0,74.0,Southpaw,3.09,57,3.29,47,0.56,26,68,0.1,0.7,39,72
Ruan Potts,11,6,0,247.0,75.0,Orthodox,0.85,37,5.92,22,0.75,16,33,2.3,0.65,44,74
Daniel Spitz,6,3,0,245.0,82.0,Orthodox,2.6,35,5.3,46,0.74,66,0,0.0,0.67,31,79
Jim Wallhead,29,11,0,170.0,,Orthodox,3.19,26,6.65,49,0.0,0,100,0.0,0.72,38,70
Brok Weaver,15,6,0,155.0,73.0,Southpaw,4.78,64,4.35,46,0.41,10,66,0.4,0.71,30,72
Eddie Mendez,8,3,1,185.0,,,1.71,33,3.43,11,0.0,0,0,0.0,0.73,38,70
Bruno Assis,8,4,0,185.0,,Orthodox,1.27,43,3.2,36,2.0,50,66,1.0,0.67,30,74
Magnus Cedenblad,14,5,0,185.0,79.0,Orthodox,2.38,51,3.02,40,2.87,64,66,1.0,0.74,40,77
Antonio Arroyo,9,5,0,185.0,73.0,Orthodox,2.82,66,2.02,50,1.14,41,41,0.2,0.64,33,75
Brendan Seguin,23,19,1,185.0,,,2.6,45,0.6,84,5.0,62,100,0.0,0.55,46,72
Harry Hunsucker,7,5,0,205.0,75.0,Orthodox,3.83,52,6.7,42,0.0,0,0,2.4,0.58,33,74
Paulo Costa,13,2,0,185.0,72.0,Orthodox,6.85,59,7.02,48,0.21,50,80,0.0,0.87,31,73
Travis Wiuff,75,21,0,205.0,,Orthodox,0.48,30,4.03,41,4.84,57,44,1.2,0.78,44,75
Jack Della Maddalena,12,2,0,170.0,73.0,Switch,8.24,49,4.68,65,0.0,0,66,0.0,0.86,25,71
Taylor Johnson,5,1,0,185.0,74.0,Switch,5.09,60,1.13,33,8.49,100,100,0.0,0.83,31,72
Jared Gooden,18,7,0,170.0,77.0,Orthodox,5.16,45,7.59,49,0.65,100,85,0.0,0.72,28,72
Erick Gonzalez,14,6,0,155.0,75.0,Orthodox,2.68,37,6.11,33,2.87,50,50,0.0,0.7,30,71
Ramiz Brahimaj,10,4,0,170.0,72.0,Orthodox,2.47,41,4.08,50,1.9,66,58,2.4,0.71,29,70
Mark Godbeer,13,4,0,240.0,77.0,Orthodox,3.97,53,3.3,54,0.0,0,28,0.0,0.76,38,76
Devin Smyth,4,2,0,170.0,72.0,Switch,2.6,68,6.73,25,4.0,26,100,0.0,0.67,27,70
James Gray,4,1,0,135.0,,Orthodox,2.61,50,18.26,44,0.0,0,0,0.0,0.8,34,69
